name,source_ref,source_pool,decision,tier,category,relevance_score,quality_score,freshness_score,stability_score,uniqueness_score,ai_density_score,ai_density_estimate,marketing_risk,marketing_penalty,shallow_content_penalty,commercial_content_ratio,commercial_commentary_penalty,generic_tech_ratio,generic_tech_penalty,source_dependency_risk,final_score,exclusion_reason,keep_or_drop_reason
Z Potentials,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
深网腾讯新闻,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI炼金术,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
白鲸出海,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
硅星人Pro,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI科技评论,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
山行AI,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
魔搭ModelScope社区,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
强少来了,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
土猛的员外,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
暗涌Waves,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
夕小瑶科技说,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
DeeplearningAI,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
机器之心SOTA模型,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
阶跃星辰,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
快手技术,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
DeepSeek,https://x.com/deepseek_ai,curated_ai_sources,keep,S,official,10,9,8,8,10,10,high,low,0,0,0.0,0,0.0,0,4,9.2,,推理模型、开源权重与低成本 API 生态的官方源。
字节跳动Seed,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
十字路口Crossing,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
青哥谈AI,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI Musings by Mu,https://kelvinmu.substack.com/feed,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
Latent Space,https://www.latent.space/feed,curated_ai_sources,keep,B,technical_share,8,8,7,8,8,8,high,low,1,1,0.1,1,0.0,0,1,7.45,,AI 工程、研究者访谈和开发者生态的高密度深度内容源。
AI寒武纪,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
MiniMax 稀宇科技,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Jina AI,https://x.com/JinaAI_,curated_ai_sources,keep,B,technical_share,8,8,8,8,8,8,high,low,1,1,0.0,0,0.0,0,4,7.5,,Embedding、Reranker、多模态检索和 AI 基础设施实践源。
花叔,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Datawhale,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AINLP,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Groq,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
ElevenLabs Blog,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
FireCrawl Blog,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Gino Notes,https://www.ginonotes.com/feed.xml,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
向阳乔木推荐看,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Simon Willison's Weblog,https://simonwillison.net/atom/everything/,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
乌鸦智能说,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
yikai 的摸鱼笔记,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
李继刚,https://x.com/lijigang_com,curated_ai_sources,keep,B,industry_leader,8,8,8,8,8,8,high,low,1,1,0.0,0,0.1,1,4,7.4,,Prompt、模型边界和中文 AI 实践的高密度个人源。
沃垠AI,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
L先生说,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
有新Newin,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
晚点LatePost,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
袋鼠帝AI客栈,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
AI科技大本营,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
卡尔的AI沃茨,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
逛逛GitHub,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
阿真Irene,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
网易科技,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
架构师之路,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
硅谷101,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Anthropic News,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
AI at Meta Blog,https://rsshub.app/meta/ai/blog,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
少数派,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
语言即世界language is world,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
刘小排r,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Elevate,https://addyo.substack.com/feed,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
43 Talks,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Anthropic,https://x.com/AnthropicAI,curated_ai_sources,keep,S,official,10,10,9,8,10,10,high,low,0,0,0.0,0,0.0,0,4,9.5,,Claude 模型、安全研究、企业智能体能力的官方主线。
AI Engineer,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
No Priors,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
OpenAI,https://x.com/OpenAI,curated_ai_sources,keep,S,official,10,10,9,8,10,10,high,low,0,0,0.0,0,0.0,0,4,9.5,,OpenAI 官方主发布线，模型、产品、API 与安全更新的一手源。
Google DeepMind,https://x.com/GoogleDeepMind,curated_ai_sources,keep,S,official,10,10,9,8,10,10,high,low,0,0,0.0,0,0.0,0,4,9.5,,DeepMind 模型、科研和安全进展的一手官方源。
leerob,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Y Combinator,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Lenny's Podcast,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Sequoia Capital,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Stripe,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Fireship,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Spring I/O,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Dwarkesh Patel,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Lex Fridman,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Hung-yi Lee,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
a16z,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
The Diary Of A CEO Clips,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
AI Master,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
Matt Wolfe,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
AICodeKing,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
Liam Ottley,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Wes Roth,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Andrej Karpathy,https://x.com/karpathy,curated_ai_sources,keep,A,industry_leader,9,10,7,8,10,9,high,low,0,0,0.0,0,0.1,1,4,8.7,,大模型工程、教育和源码级解释的高密度个人源。
Jason West,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Greg Isenberg,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
My First Million,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Riley Brown,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Tina Huang,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
All-In Podcast,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
AI Explained,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,5,5,5,6,4,5,medium,low,1,3,0.1,1,0.2,2,2,,candidate_not_curated,可能 AI 相关，但未达到本轮核心池的稳定性/独特性/低噪声要求。
Two Minute Papers,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Matthew Berman,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
ByteByteGo,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
Product School,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
yobi321,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
TED,temporary_pool_ref_redacted,temporary_rss_pool,drop,C,,2,3,5,6,4,2,low,low,1,3,0.1,1,0.2,2,2,,low_ai_density,未证明最近内容长期保持高 AI 密度。
LangChain,https://x.com/LangChainAI,curated_ai_sources,keep,A,technical_share,9,8,9,8,8,9,high,low,1,1,0.0,0,0.0,0,4,8.1,,Agent、RAG、LangGraph 和应用工程实践的高密度技术源。
